F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,label
40,70,11,81,59,189,185,110,-1,35,13,40,-140,-99,9,39,-303,-255,-151,-100,-256,-280,-251,-263,ENTRY
-163,19,166,185,110,58,117,100,47,-25,-100,-163,52,30,-97,-116,14,-15,-83,-111,82,0,-85,-149,ENTRY
-103,38,109,147,81,149,64,109,45,-11,-77,-103,-87,-92,-90,-58,-33,-87,-170,-190,64,-39,-77,-136,ENTRY
60,61,65,126,58,125,151,35,-19,74,6,60,-71,37,36,41,-109,-79,-54,-11,-134,-9,-100,-49,ENTRY
-26,20,27,47,32,56,27,32,5,-8,-23,-26,58,3,12,-21,84,58,38,32,69,61,46,58,ENTRY
-49,26,49,75,47,32,56,27,-26,-27,-55,-49,-21,-35,-78,-75,32,-24,-43,-70,58,31,-17,-17,ENTRY
42,51,69,120,128,84,86,132,38,91,99,42,-10,100,64,80,-22,36,2,32,-139,-29,-17,20,ENTRY
-14,17,41,58,98,83,93,71,-30,-60,-20,-14,-67,-40,-15,-44,8,-58,-23,-81,52,8,21,-6,ENTRY
29,35,36,71,52,87,44,40,14,64,45,29,-19,19,35,43,4,30,3,10,18,51,20,33,ENTRY
5,11,11,22,99,41,46,32,94,12,89,5,70,69,88,99,72,47,71,75,93,82,92,77,ENTRY
8,12,31,43,22,99,41,46,5,28,7,8,99,40,96,13,75,97,95,107,77,75,78,83,ENTRY
14,26,2,28,43,22,99,41,8,-15,0,14,13,13,7,22,107,25,96,27,83,82,95,121,ENTRY
-152,4,152,156,77,58,58,42,15,-29,-108,-152,46,2,-96,-137,65,18,-80,-106,67,49,-65,-87,ENTRY
-69,29,82,111,48,97,73,124,-1,-27,-90,-69,-22,-65,-79,-70,-48,-51,-89,-91,52,-55,-42,-117,ENTRY
-21,20,77,97,73,124,66,35,-26,14,-10,-21,74,10,37,-47,59,90,59,53,54,100,38,38,ENTRY
18,34,7,41,103,143,115,51,68,-1,61,18,-35,-41,61,86,-147,-125,-51,-17,-168,-172,-162,-129,ENTRY
32,34,12,46,51,41,103,143,1,4,9,32,19,38,33,33,87,37,94,51,-16,-3,94,119,ENTRY
-21,18,33,51,14,23,29,22,-11,0,-37,-21,-8,-12,-40,-32,-11,-8,-30,-29,-21,-18,-47,-32,ENTRY
-25,0,25,25,51,14,23,29,-3,-15,11,-7,-14,-15,-26,-28,-11,-27,-29,-39,-14,-23,-19,-36,ENTRY
55,79,20,99,65,72,44,76,41,65,31,55,-24,46,19,96,-53,7,-48,31,-12,-1,-24,2,ENTRY
-28,38,34,72,41,50,88,115,28,-2,-33,-28,13,2,-20,0,-47,-54,-38,-15,63,-44,-1,-75,ENTRY
-62,13,76,89,72,41,50,88,-28,-20,-37,-62,0,-22,-70,-90,-15,-18,-57,-62,-75,-74,-75,-77,ENTRY
-101,47,116,163,97,134,111,129,-7,-18,-84,-101,103,-5,-34,-108,168,116,64,2,155,95,61,67,ENTRY
39,39,32,71,94,91,40,64,57,51,74,39,6,55,75,96,-3,43,12,45,30,48,41,36,ENTRY
166,166,0,166,150,41,44,35,-53,60,44,166,-61,82,-43,113,-38,85,-37,105,-30,114,-17,128,ENTRY
-47,4,47,51,41,59,60,112,-10,-28,-38,-47,-14,-26,-18,-57,30,-22,-13,-61,-53,-66,-5,-17,ENTRY
17,20,31,51,44,62,58,46,-2,30,23,17,-44,0,11,15,-43,-37,-30,-27,-5,4,-1,-26,ENTRY
-41,1,63,64,65,95,63,90,29,-14,-13,-41,83,23,54,-12,41,46,45,42,115,52,78,0,ENTRY
-55,4,83,87,64,65,95,63,-41,-35,-58,-55,-12,-49,-71,-96,42,-12,-4,-67,0,11,-13,-13,ENTRY
56,57,13,70,39,40,49,47,34,67,36,56,9,66,36,90,-12,43,22,65,-11,39,16,44,ENTRY
-62,9,73,82,78,106,90,75,-41,-46,-50,-62,13,-70,-46,-103,82,24,32,-49,35,30,23,20,ENTRY
-41,21,57,78,106,90,75,66,54,-24,4,-41,123,70,82,13,76,76,73,82,97,86,74,35,ENTRY
107,115,47,162,44,67,60,62,-10,144,26,107,-54,88,-7,97,-106,44,-58,53,-100,21,-79,1,ENTRY
-52,4,56,60,62,71,39,42,6,-23,-21,-52,64,8,19,-46,72,53,32,12,108,72,54,20,ENTRY
38,44,7,51,100,44,85,40,26,20,69,38,43,44,37,64,-30,3,37,81,-10,0,-11,8,ENTRY
57,59,11,70,34,45,39,65,15,61,25,57,-12,56,31,72,-17,37,6,45,-31,-4,-9,40,ENTRY
-27,1,32,33,42,40,53,88,-6,-15,-6,-27,-5,-11,-4,-33,29,-6,14,-32,-43,-38,17,2,ENTRY
-72,16,72,88,38,59,36,38,-26,-32,-82,-72,22,-26,-55,-98,13,12,-40,-50,7,7,-43,-59,ENTRY
14,18,23,41,24,55,38,50,1,35,18,14,-24,13,27,15,-53,-22,-25,-10,-21,-32,-23,-39,ENTRY
-36,27,36,63,35,83,67,76,-6,-21,-49,-36,87,47,67,22,69,33,37,51,88,37,50,33,ENTRY
-27,16,32,48,63,35,83,67,-36,-31,-16,-27,-42,-52,-65,-63,51,16,51,-5,33,2,21,24,ENTRY
85,85,0,85,59,99,65,69,31,79,53,85,-38,26,40,116,-25,41,21,47,-50,-9,-25,60,ENTRY
-12,11,12,23,39,47,41,27,-17,-18,-2,-12,23,-18,6,-29,43,8,26,11,59,38,42,31,ENTRY
-40,3,40,43,23,39,47,41,-12,-12,-32,-40,-29,-30,-34,-52,11,-30,-26,-69,31,-4,-6,-29,ENTRY
-18,10,35,45,34,42,50,103,-2,-8,-19,-18,3,-16,-19,-20,-19,-7,-2,-15,83,-2,56,-37,ENTRY
16,16,71,87,94,78,172,221,35,44,51,16,-11,62,53,51,-128,-66,19,5,-184,-198,-64,-112,ENTRY
-60,16,62,78,41,60,63,25,3,-16,-53,-60,47,-11,-29,-57,50,7,-8,-13,43,44,-9,-10,ENTRY
-31,47,55,102,76,156,62,64,-25,-15,-41,-31,113,-8,46,-56,109,105,65,82,126,93,55,78,ENTRY
26,33,14,47,30,33,37,35,-5,29,12,26,-4,26,12,21,-7,27,17,22,-13,1,-11,19,ENTRY
38,51,14,65,47,30,33,37,26,38,20,38,21,67,32,64,22,64,32,59,19,65,37,60,ENTRY
26,33,9,42,36,26,35,41,12,17,11,26,9,35,19,38,-15,11,4,35,-49,-18,-19,11,ENTRY
12,18,18,36,26,35,41,25,-3,18,8,12,-27,-6,-7,9,-61,-35,-30,-15,-56,-36,-47,-49,ENTRY
-24,0,25,25,15,20,11,23,4,-2,-12,-24,-6,-6,-11,-20,-3,-11,-25,-30,16,-6,-8,-27,ENTRY
-40,0,41,41,25,15,20,11,-24,-24,-40,-40,-20,-26,-52,-64,-30,-30,-51,-60,-27,-35,-65,-70,ENTRY
-24,5,45,50,41,60,53,29,-32,-19,-28,-24,18,-17,-7,-56,35,33,36,-6,51,45,24,11,ENTRY
-32,11,56,67,100,63,61,129,-19,-38,-5,-32,-24,-34,-38,-51,23,-10,-16,-56,73,14,76,-9,ENTRY
-125,21,125,146,80,69,118,170,-35,-58,-124,-125,-6,-56,-133,-160,24,-87,-115,-131,127,-32,-8,-101,ENTRY
-87,11,113,124,93,62,146,67,-24,-59,-90,-87,-26,-39,-101,-111,106,-6,16,-113,111,82,25,19,ENTRY
-21,18,27,45,56,55,123,51,-35,-37,-26,-21,-15,-61,-51,-56,53,-58,20,-36,24,19,25,32,ENTRY
-25,70,35,105,175,110,170,385,125,-30,40,-25,135,65,70,100,270,130,195,110,655,280,560,245,ENTRY
-110,5,130,135,105,175,110,170,-25,-15,-45,-110,100,-45,-5,-135,110,50,25,-10,245,115,150,0,ENTRY
70,70,15,85,90,155,85,100,20,40,45,70,-90,-10,60,90,-95,-25,-25,-20,-110,-80,-65,-25,ENTRY
20,45,45,90,155,85,100,90,-110,-50,15,20,-115,-65,-70,-90,-130,-120,-110,-95,-65,-65,-65,-110,ENTRY
45,45,25,70,60,95,30,50,20,35,25,45,-70,-5,20,65,-60,-10,-50,-25,-90,-30,-50,-15,ENTRY
-25,25,45,70,45,55,50,25,-45,-25,-50,-25,-15,-45,-60,-70,-35,-20,-40,-40,-55,-40,-85,-60,ENTRY
40,45,15,60,45,90,35,50,20,30,15,40,-60,-10,20,60,-40,-15,-40,-20,-60,-10,-20,0,ENTRY
5,40,0,40,60,45,90,35,40,-10,10,5,60,20,25,45,-20,-20,30,65,0,-25,-30,-15,ENTRY
-225,5,230,235,240,195,170,170,160,-75,-70,-225,235,45,5,-65,245,125,60,10,325,235,170,20,ENTRY
60,65,5,70,85,75,75,110,-10,15,30,60,-10,20,25,50,-10,-10,-5,50,-115,-50,-10,50,ENTRY
-105,5,105,110,120,85,55,120,90,-15,-5,-105,140,60,35,-15,110,95,40,35,60,40,50,5,ENTRY
60,100,0,100,65,40,35,35,10,60,25,60,20,55,-5,70,35,60,-5,80,25,70,5,95,ENTRY
-65,5,95,100,65,50,65,65,15,-5,-40,-65,-5,15,-35,-50,25,15,-20,-70,60,35,0,-40,ENTRY
10,40,40,80,90,85,65,85,40,35,45,10,-25,20,25,50,-35,-20,-35,-15,-90,-70,-65,-25,ENTRY
-75,15,105,120,20,25,70,55,0,15,-85,-75,-10,10,-85,-75,-5,-5,-55,-75,25,15,-50,-80,ENTRY
-60,0,70,70,70,40,40,40,-25,-55,-55,-60,-5,-25,-55,-85,5,-15,-45,-65,20,5,-25,-55,ENTRY
-150,25,150,175,155,110,105,80,60,-45,-65,-150,135,35,-30,-90,180,95,25,-15,160,115,20,30,ENTRY
15,25,25,50,110,130,65,75,75,10,70,15,-35,5,85,90,-40,0,15,-20,5,-5,20,-25,ENTRY
-100,50,105,155,100,55,90,80,-5,-70,-125,-100,35,-15,-115,-105,115,30,-35,-65,110,50,-25,15,ENTRY
80,80,10,90,80,105,65,40,-5,20,10,80,-35,25,40,75,-85,0,-25,45,-55,-5,-55,-5,ENTRY
-105,5,110,115,85,75,50,95,-20,-70,-100,-105,20,-50,-90,-125,25,10,-55,-85,85,20,0,-80,ENTRY
30,40,0,40,50,65,90,30,15,30,40,30,-45,-15,10,45,-80,-55,-5,-15,-65,-50,-60,-50,ENTRY
-40,50,80,130,50,60,190,125,-5,10,-70,-40,-10,5,-65,-45,85,-55,5,-50,70,10,5,45,ENTRY
50,55,5,60,40,50,50,60,-10,30,10,50,-35,20,10,40,-50,-20,-30,15,-85,-50,-50,0,ENTRY
30,35,30,65,80,65,115,50,-60,-5,10,30,-50,-20,-20,-30,-130,-85,-35,-20,-130,-100,-115,-100,ENTRY
-80,20,95,115,50,65,170,125,0,-15,-80,-80,-5,-10,-60,-80,105,-45,10,-85,65,75,85,25,ENTRY
70,70,45,115,240,130,60,40,-105,0,125,70,-25,-30,-15,-35,-25,65,10,45,-5,85,10,45,ENTRY
-20,25,25,50,90,35,50,30,-40,-35,5,-20,-30,-35,-50,-60,10,-35,-35,-50,30,5,-15,-10,ENTRY
25,30,10,40,55,50,35,40,15,35,50,25,-5,30,40,40,-10,10,5,20,30,25,25,15,ENTRY
50,65,5,70,90,60,85,105,5,5,25,50,10,30,20,55,-65,-10,5,60,25,-25,10,-15,ENTRY
-140,5,140,145,110,70,75,70,80,-30,-65,-140,130,70,-5,-60,115,90,20,-10,140,105,30,-25,ENTRY
90,90,15,105,80,85,65,65,10,85,60,90,-45,30,10,100,-30,45,5,45,-80,15,-25,60,ENTRY
-55,0,65,65,45,55,30,45,5,-20,-40,-55,-15,-30,-40,-50,-5,-10,-45,-70,0,-5,-25,-60,ENTRY
-35,5,35,40,25,40,25,40,5,-5,-20,-35,25,0,0,-30,30,15,0,-10,45,25,25,-5,ENTRY
50,85,35,120,100,80,85,85,-25,35,15,50,-65,-5,-45,25,-65,-15,-50,-15,-125,-60,-95,-15,ENTRY
-10,90,20,110,65,75,130,85,-10,-55,-100,-10,0,-40,-75,-20,90,-15,5,-10,135,70,45,80,ENTRY
30,45,40,85,100,75,75,50,0,-10,5,30,-35,5,-5,30,-65,-10,-20,-5,-95,-40,-75,-35,ENTRY
10,20,25,45,20,20,20,20,15,35,10,10,5,35,10,25,-5,20,-5,15,-15,15,-10,5,ENTRY
120,135,45,180,170,80,70,195,-100,65,55,120,-100,35,-65,20,-165,0,-110,20,-115,-135,-120,-45,ENTRY
-65,5,65,70,195,115,65,110,50,-135,-10,-65,130,20,65,-15,110,110,105,65,70,60,100,45,ENTRY
-15,5,20,25,25,50,60,20,5,5,5,-15,-5,-25,0,-10,30,-20,15,-20,25,15,10,15,ENTRY
30,30,25,55,40,95,45,40,-15,25,10,30,-55,0,40,15,-30,0,-10,-25,5,20,5,0,ENTRY
-15,15,20,35,20,35,45,55,-10,-15,-30,-15,0,-10,-10,-25,5,0,10,-15,55,10,30,-10,ENTRY
-50,35,55,90,45,35,20,35,10,-5,-50,-50,-5,-5,-60,-40,-15,-20,-90,-55,-5,-15,-70,-65,ENTRY
-175,0,175,175,60,70,120,110,-25,-35,-150,-175,35,-30,-135,-200,25,-25,-80,-140,55,10,-55,-150,ENTRY
45,45,55,100,105,115,70,85,-60,15,20,45,-170,-70,-55,-15,-175,-95,-125,-125,-170,-100,-115,-130,ENTRY
-165,5,170,175,115,105,130,70,40,-25,-85,-165,85,40,-30,-125,-10,-25,-70,-80,0,-5,-110,-175,ENTRY
65,65,0,65,30,55,30,40,-20,45,10,65,-50,0,-10,45,-45,0,-35,15,-15,20,-5,20,ENTRY
-55,230,60,290,355,560,205,650,-70,-310,-245,-55,285,-120,150,-125,435,235,150,230,865,225,585,380,ENTRY
20,30,30,60,55,65,50,75,20,20,15,20,-40,5,10,40,-65,-25,-35,-20,-5,-30,-15,-45,ENTRY
45,65,20,85,75,60,115,60,-15,35,25,45,0,45,20,30,-60,-30,0,45,-50,-15,-40,-15,ENTRY
-45,10,50,60,50,65,45,40,10,-20,-30,-45,45,5,10,-35,30,35,20,0,35,35,15,-15,ENTRY
40,40,25,65,55,60,125,40,-25,35,25,40,-15,5,0,15,-55,-40,20,25,-50,0,-25,-15,ENTRY
-50,70,80,150,50,130,80,95,5,-5,-105,-50,-65,-85,-105,-45,15,-35,-105,-115,-45,-20,-75,-35,ENTRY
10,35,20,55,95,90,80,105,35,25,65,10,0,25,60,45,5,-20,5,10,25,-10,40,15,ENTRY
15,20,30,50,35,70,60,40,-15,30,15,15,-80,-35,-15,0,-95,-75,-65,-65,-75,-55,-65,-80,ENTRY
-50,20,70,90,65,50,50,70,-25,-20,-45,-50,-10,-10,-50,-75,25,10,-30,-60,75,30,10,-25,ENTRY
115,125,15,140,180,190,205,95,175,130,170,115,10,120,170,290,-60,-65,0,125,-115,-5,-50,55,ENTRY
-55,20,75,95,110,265,205,65,-65,-80,-65,-55,140,-65,105,-120,0,10,120,85,-10,-35,-65,-55,ENTRY
-60,30,70,100,85,85,45,65,-60,-65,-80,-60,10,-65,-80,-120,-15,-10,-65,-50,5,-25,-60,-75,ENTRY
-65,25,65,90,60,90,40,85,-25,-50,-80,-65,25,-35,-35,-90,0,-10,-60,-40,45,-40,-45,-65,ENTRY
15,65,10,75,105,90,100,145,40,-5,25,15,20,10,25,55,40,35,60,35,-5,5,75,55,ENTRY
75,95,25,120,85,170,60,115,25,80,45,75,-115,-40,10,100,-110,-50,-110,-40,-25,-35,-40,-35,ENTRY
-140,5,165,170,60,115,80,235,5,-10,-120,-140,90,5,-50,-135,130,90,0,-50,-65,-80,-15,-10,ENTRY
-85,5,115,120,115,85,90,80,-20,-65,-70,-85,-10,-60,-95,-105,-50,-55,-85,-95,-30,-50,-90,-135,ENTRY
25,65,15,80,65,45,50,85,35,40,25,25,55,50,15,60,5,45,15,80,50,20,25,30,ENTRY
-145,0,155,155,115,175,120,155,40,-10,-50,-145,-50,-75,-55,-105,20,-50,-85,-195,95,-5,-5,-125,ENTRY
75,110,55,165,280,285,370,285,-225,-105,10,75,-290,-175,-55,-150,-115,-305,-100,-215,15,-45,75,-40,ENTRY
35,60,30,90,100,65,20,45,-35,15,25,35,-100,-35,-60,0,-80,-35,-105,-65,-75,-45,-90,-45,ENTRY
30,95,5,100,180,145,195,135,115,35,115,30,0,25,70,145,-90,-120,-25,30,-135,-130,-95,-60,ENTRY
-135,30,150,180,70,75,100,125,-60,-50,-160,-135,-20,-45,-150,-195,-35,-40,-120,-155,-60,-105,-160,-170,ENTRY
-20,15,30,45,55,50,60,215,20,-25,-15,-20,25,-10,-5,0,-15,-5,10,5,185,-15,155,-35,ENTRY
-10,10,15,25,45,55,50,60,-20,-25,-5,-10,0,-50,-20,-30,5,-35,-10,-10,-35,-30,5,-5,ENTRY
5,10,30,40,50,50,25,35,-5,0,10,5,30,30,40,0,30,55,40,35,-5,30,25,35,ENTRY
-45,10,65,75,115,55,75,90,5,-65,-25,-45,-30,-15,-35,-40,10,-20,-20,-75,85,25,40,-35,ENTRY
20,65,15,80,95,85,110,85,-20,-10,5,20,-80,-45,-40,0,-60,-70,-40,-60,-115,-95,-90,-40,ENTRY
85,105,5,110,110,105,195,80,65,90,90,85,65,90,85,150,-105,-30,55,150,-75,-25,-55,-20,ENTRY
